S/N,review_text,category
9108,I ordered stuff in Dec 2022 and some items were never drlivered,delivery_shipping
9109,long time for delivery,delivery_shipping
9111,A great app to use ..for me Was great at first ...all I can advice all users ...never order and pay before delivery ....pay after service ....or else u will regret getting your refund on time... If your order gets cancelled or takes longer than expected to arrive ...all in all great app i...just did not get a great experience as I was told .....,refund_return
9112,"It's mid. I love the clothes that you can get off of shein, but if the shirt was 3$ the shipping would be 5$ So you think its an amazing price until you look at the overall price because of the shipping. And those dumb "" Get 200$ credit "" The lies! It says just spend a 1$ and you can get 200$ in credit, like no you dont, fake deals. Overall just buy what you want to buy and go on with your day, dont fall for those dumb ""deals"".",billing
9113,"I feel more safe when I pay on delivery otherwise that option of paying without even receiving what I ordered for, I don't agree with that.thanks",general_inquiry
9114,"some items are very good value, but some seem a little excessive 🙂",general_inquiry
9115,"I had ordered a wrong item and had to cancel the order, got assisted within 48 hours,with no challenges and difficulties, takeaway will forever be my girl",refund_return
9116,"This is a very bad app because if you go and order from anywhere, you will get only one question, sorry I cannot deliver here and the account is also not getting deleted, can anyone tell me what is the fuss?",account_access
9117,Ur rate for first order is high,billing
9118,i think kilimall is a scammy company. My mom ordered shoes and she payed but she NEVER got them. I think it was this year. How would a company not bring an order to a person??. Poor service 😡,delivery_shipping
9119,"Not the best user experience, dated design, high prices, cannot order from restaurants that are not in my ""immediate area"". It's a shame that they bought Foodpanda and restaurants that used to be on that app, will now be available on Glovo but for higher prices. 😠",general_inquiry
9120,not a same product next no order on this site,product_defect
9121,please include description when we oder that deliverys are from 9am to 6pm. Do not write 8am to 9! 🤷‍♂️. This thing create confusion 🤞,general_inquiry
9122,beware.. when buying heavy items or big box items dont use speedx shipping. i believe 5 more days will be a month waiting . made it to forest park ga and email said out for delivery 4 days ago. no updates no product. bs. A 5$ credit from temu's ai customer support. heck I would have given 10 more dollars to of received my item in a timely manner . speedx customer support didn't respond yet as of 2days ago.,delivery_shipping
9123,Every time i check out to pay it keeps saying payment pending this is the third time. This has never happened before very frustrating and inconvenient so I cancel my order.,billing
9124,"I don't have the option to talk to agents when I have a problem with an order anymore (for example, when I have missing items). my last 2 orders had items missing and I couldn't talk to anyone about it! you only have an option to send your details through email but no one answers, even though we are told it won't take more than 2 or 3 days to get an answer. I am seriously thinking about cancelling my monthly subscription with you guys. please change it the way it was!",customer_service
9125,prices are not what you pay,billing
9126,"prices change when you check out , buying on shein is no longer convenient you buy because you want that specific thing.",billing
9127,"A package of mine has failed to arrive for the first time. They claim it was delivered, even though the delivery service confirmed via email that they lost the package. Yet, that email isn't accepted as proof because it's lack of evidence and I’m not getting a refund or any other solution; they have AI bots assess the situation, and those bots are completely unhelpful. Now I’m left empty handed, out 20 euro's, and don't know how to further prove my case. 😤",refund_return
9128,this app not good scammer cricket money not deliver product this approach I am purchase two three items IPa not deliver my password this is a scanner wallpaper not download this app,fraud_unauthorized
9130,my package was delayed for along time and they not coparate with customers poor customer service calling this a shiet,delivery_shipping
9131,fast delivery and good taste food,general_inquiry
9132,I honestly love to shop on here but the Promtions have not promoted me lol I've yet to receive anything but low prices in items but im still hopeful 😅,general_inquiry
9133,they have scamed me in paid over 50 pounds and non of them have arved,fraud_unauthorized
9134,misleading customers and poor items quality,product_defect
9135,"For home groceries, the number of items that can be ordered is too small, add one slightly big item and it's now two separate deliveries. Sometimes they pack food with detergents in the same bags.",delivery_shipping
9136,very bad ai and assistance bc a restaurant forgot some items that I paid for and I even had proof and they decided to say they can't issue a refund bc they didn't want to.,refund_return
9137,"It's functional, but lacks a few very useful features like: 1. a global search, not just for a restaurant name (e.g. a particular product/dish); 2. in-app tipping possibilities; 3. an option to set favourite restaurants. The UI is also a bit counterintuitive, navigation isn't always easy and there are no customisable filters. And since transport cost is calculated depending on distance and whatnot, you could allow delivery from any restaurant - let me decide if I'm willing to pay/wait. :) Thanks",general_inquiry
9138,"Many times I order and they never notify the restaurant, and we just wait a long time with no progress or news about the order. After cancel, we try same restaurant on different app and they accept the order immediately. This has happened in multiple occasions.",delivery_shipping
9139,I like temu but little sad cause I select 6 item with zero amount as free but I didn't have all I only have 2 free on my item in a promo I got 6 item free after I order over 500kr amount to avail 6 free but not happened only 2 item free included to my order,billing
9140,"When my order was delivered today morning some items were missing and When I tried to lodge a complain on the app it didn't allow me to, and this is not the first time 😕",delivery_shipping
9141,"I'm stunned of how useless their support is. I've had problems literally with every single order I made with them and the Bolt Food support don't care at all, they never helped.",customer_service
9142,the prices are always changing I don't know what is what it say 5.00 for example and then the total will be 28.00 lolz,billing
9143,I didn't get my complete order,delivery_shipping
9144,Delayed orders.,delivery_shipping
9145,Very simple to use and place order,general_inquiry
9146,I would have given full 5 stars if you allowed payments with bank cards issued outside South Africa,general_inquiry
9147,I'll rate 5 once I receive my package,general_inquiry
9148,"It's convenient sometimes but everything is more expensive here so it's always cheaper to order direct from a specialised shop, even online. Searching the app is almost impossible. It returns mostly profucts that are irrelevant to the search and ignores filters to place ads. Ads pop up whenever you try to do anything, an exorbitant number of pop-up ads. So the app is annoying and unhelpful and the products are expensive. They will also often send you used products as ""new.""",product_defect
9149,The app is not user friendly. It doesn't filter properly based on price and brand. It gives you unrelated items after search.,general_inquiry
9150,"hello jumia I got disappointed after ordering hangers (24 pcs) which was on discount 19,000 uganda shillings and then it reached 10 pcs only and the amount increased 24,000 please if the item is not on discount and all of sudden someone receive high amount just say so your app was good before but now not good receiving different orders and amount 😡😡",billing
9151,Worst experience ever. They offering second party food providers which will not deliver food and after 3 hours close your order without any explanation. Bolt itself is not able to manage claims only say sorry call to the restaurant. And when you want to delete account they say we will schedule delete for next month. Scammers do not order,delivery_shipping
9152,"the things are affordable but mostly not all of them,they are legit as shown and most of it all they are refundable😊",general_inquiry
9153,the new system of having to pay for the food before delivery. options are to limiting,general_inquiry
9154,"""DESPERATE"", look I went the SHEIN app, slash THEATER and was hustled out of $6.60 by False Advertisement, claiming that I spend a $1.00 to get a $200. dollars store credit or deposit the credit into a PAYPAL account. They're LIARS! There was no $200. dollars in my PAYPAL ACCOUNT! They're attempting to not refund the money paid for they're SHEIN CLUB MEMBERSHIP $2.99. They are DESPERATE and hanging on by False Ads. As soon as I receive the Refund, I will Uninstalling, the Garbage-A** app.",subscription_cancel
9155,"The food was stacked in a way that when the order arrived the food containers had opened and food spilled everywhere. Of what was left, the food was average in flavour.",delivery_shipping
9156,order placed 2h53. ETA 6h45??,delivery_shipping
9157,"The app has a great potential and ultimately it was fine, but with the last two orders there was a ""technical issue""- in the first one, they told me there is a new system and that is why I waited 90 min instead of 30. The second delivery didn't even appear in the restaurant so I waited 90 min for nothing. When I called the restaurant, they said I need to contact Glovo, when I called Glovo, they said I have to use a chat to ask for assistance. It was awful experience.",delivery_shipping
9158,"Sometimes we see adverts on other platforms and order. However, we get to the delivery point and the items are not to be found.",delivery_shipping
9159,It doesn't have the payjustnow payment option as it advertised,general_inquiry
9160,"First and only purchase was a pair of VR glasses for less than 9 dollars. I was setting the bar low with this one. delivery was pretty fast, 5 days. I received the package. It's a pair of audio sunglasses with ""AI"", aka a phone app that lets you talk and listen through the shades. I went back to check the item description, they changed the picture and shut the seller down. I'm actually impressed. a lot of work for $8.57. Can't be bothered to return it. waste of gas and time for $8.57.",product_defect
9161,"Over all its a fairly good app, but the delivery time.. Lord Jesus. It takes forever for food to arrive.",delivery_shipping
9162,Worst online shop in Kenya . I ordered a TV and I came with a default on the screen.i applied for refund but they keep on saying wait and wait.They aftersale service is dead and when you try to contact them or the sale is just useless job.,warranty_repair
9163,"I ordered 2 hours ago I still haven't received my order, called your help desk everything was escalated but no one called me back with feedback now my 3rd called and still told the same thing nx useless delivery services very disappointed I want my money back",delivery_shipping
9164,This is the best and fast company to order anything you want with very high quality.KILIMAL keep it up the way you trust customers the way we trust you 🙏🙏,general_inquiry
9165,I have send a different item from what I ordered. Today my order delivered was incomplete. They didn't include the men boxers I ordered for my husband. They delay in delivering.,delivery_shipping
9166,"Delivery is good but most of the time not the whole order gets delivered. 90% of the time there are items apparently not available, although the app indicates them available. This is very frustrating.",delivery_shipping
9167,"Worst experience ever, after an hour of waiting for something 10 minutes away, a 3rd world delivery guy came to my building, looked around and left without delivering the food, these people are not compatible with civilization, he had no clue to knock on the door, 3 hours later he's still driving around the city with my food and the support isn't doing anything, no help, no reply, no refund.",delivery_shipping
9168,l found it really difficult to scroll through and even more difficult to return and refund.,refund_return
9169,It's good to shop with takealot but sometimes they don't deliver exactly what you do so you need to return and order again,refund_return
9170,"I've noticed prices go up by double or or triple the second/third time you order an item. It makes no sense markup wise. Gone are the days when prices hiked yearly, now its by percieved popularity. This is ridiculous. Its almost like they trying to convince me to not continue making purchases.",billing
9171,Love shopping at Temu ally gifts I've bought have been great so far been shopping here for two years love it I have been with them for years other than not winning free gifts I love it I've been with Temu there should be people you can talk to at all times thay make mistakes and you can't explain there self like that said I received a rocking chair that I ordered in a box that was delivered on the 12th but it was not it was my dish drainer for my kitchen so there's no place you can explain their,delivery_shipping
9172,"I really like this app, but it needs an update. It shuts down and logs out automatically. The newest problem is that it freezes so I have to restart it a few times during one order session. One thing that I think would work great is if you can choose different alternatives, ex. if I order a large item, I would have the option of ordering two smalls as an alternative. Or two items of one thing, I could order different alternatives for each. Otherwise an awesome app.",account_access
9173,"Takealot is becoming sooooooo unreliable, waited for an order from 6:30 when they sent the message, till now it's 17:25 hasn't received it and no communication whatsoever, they better consider it my last buy with them. canceled clients and lost out money because I am waiting for them.",delivery_shipping
9174,"i tunisia, the application inflates restaurant prices before adding delivery fees. On top of that, they pressure you with extra steps during delivery, which wastes time and seems designed to push you into paying additional fees next time to avoid delays. Overall, the experience feels manipulative and unfair. I do not recommend using this app.",billing
9175,This app used to be amazing. But now for me it is unuseable as if I translate the menu of a store into English and go into a submenu it is still in Georgian. I thought it would be fixed quickly but it has been over 3 months. I cannot order anything if I don't know what it is 😭,general_inquiry
9176,because everything i do and order I'm not getting my free stuff they offered 😒,general_inquiry
9177,Because of nice UX first order made by mistake because there is no confirmation or anything about confirming order. Now sadly eating something that i didn't want.,general_inquiry
9178,"It's worked fine for me, done what it's supposed to be doing. Until the last update. Since then I can no longer rate restaurants or couriers. Looked through the settings as well. Also, no way to contact customer support unless there's something wrong with an order.",customer_service
9179,"Used to be good, but recently the service has deteriorated. The couriers will often try to pick up several orders from different restaurants in the same location, so one order may be ready, but the other one may take another 20 mins to be completed. This results in food being delivered cold. It is frustrating to see that your food is ready, the courier has picked it up, but is not moving anywhere. Customer support doesn't offer partial refunds for cold food (if you can get past the dumb AI).",delivery_shipping
9180,"Long-time response from support, sometimes can not find a courier. But the worst part is that they charge money, but the order was declined. So no money, no food.",billing
9181,you can never talk to a live agent without paying money....not good customer service 🙄,customer_service
9182,"Why can't I order products for less than ₦30,000? I may see a product I like and want to order but your restriction to ₦30,000 minimum is an issue making me have to add products I may not even be in need of at the very moment just to get my desired product. The developers should please add option to enable one categorise the items in his or her cart, for instance shirts, so as to easily remove the ones not wanted.",general_inquiry
9183,"REALLY SAD THAT YOU CAN ORDER STUFF, BUT UNABLE TO RETURN IT WHEN YOU FIND OUT IT'S A GIMMICK!!!",refund_return
9184,"Intrusive ads, constant interruptions, poor search engine, and constant focus and stress to selling women's items to a male customer. Poorly designed shopping experience. And deleting an account isn't responsive. I'm done.",account_access
9185,"You guys have one of the worst customer experiences I have ever experienced. I paid for food on the app via MTN MoMo, the money was deducted but the order disappeared, I raised the issue on the app and it took very long for an agent to respond, the agent said the funds will be reversed within 48 hrs. After 48 hrs, the funds were not reversed into my account, I went to follow up on the case but the agent has closed it. Now I have raised a new case and I have only received an AI response.",billing
9186,"Pricing a bit misleading, encouraging you to place more orders, then oops you missed out on ££? discount ! Sorry but had to decline further orders and cancel any further contact but still gettimg bombarded with with messages !! ?",subscription_cancel
9187,"its alright, all of my packages did get delivered. I just find the app a little confusing to use.",general_inquiry
9188,"Класний застосунок, але є наступні проблеми: 1)bad weather surcharge мені не зрозуміло, звідки береться цю доплата. Назва звісно сама за себе каже, але, по-перше, вже двічі було таке, що за вікном немає ні дощу, ні снігу, ні ожеледиці, а з мене стягують цю доплату в 40 грн. Це при тому, що сумарно вся доставка без bad weather surcharge складає 60-70 грн. Особливо це дивно бачити, коли кур'єр на машині 2)Немає можливості зв'язатися з суппортом всередині застосунку, тому пишу відгук тут",billing
9189,"Deleted this app after being charged a ""bad weather"" surcharge that I was not informed of at any point while making a repeat order. Their order support tab also has no option for querying a transaction charge, you are just directed to the typical FAQ like mosts of these sites who dont want to know you if theres a problem. Pity because aside from the sneaky charges it was a nice app. Goodbye.",billing
9190,checkout is confusing with offers etc. I often end up duplicating items on my order.,general_inquiry
9191,it was supposed to give me free order because I kept watering the shein tree and my orders never came,delivery_shipping
9192,waited 2 hours for delivery which was later canceled cause my first courier went walking somewhere and there were no replacements. and I bought bolt premium,delivery_shipping
9193,"The takealot teams are scamming people. Be very careful with purchases and returns. I recently ordered a fragrance and received a Bluetooth headset, which I logged for return. I sent the item back with the box, as is, just like previous times that they've messed up. But this time, I received and email that there was nothing in the box and they won't be refunding or giving me the item that I ordered. I phoned numerous times and they keep giving me the same copy, paste answer. Thieves!",refund_return
9194,not happy with some of the products very poorly made the material on one of the items is nothing like what the picture shows very disappointed in this as the outfit was suppose to have been worn for a wedding and I had nothing to wear so didn't end up going,product_defect
9195,"ordered at 12, for delivery between 3&4, its 4,11 and still no delivery. poor service",delivery_shipping
9196,"Depending on the different delivery logistics, it can be really difficult to know when your package will arrive. And it takes longer than expected.",delivery_shipping
9197,"The app is good but it's Impossible for an average person to find the payments plan and finally make a payment. I have to spend hours to find an option taking me to making payments, please work on your app",general_inquiry
9198,Must of your things are 3x the price....all in all great delivery service,general_inquiry
9199,"Extremely useful app, but definitely has its flaws. The app is slow to respond and some products don't appear when you search for them, only to then pop up as possible replacements for other products you selected in their place. On the plus side; the service good, with quick refunds if your products could not be delivered. Edit 16/02/26: With each update the app seems to be getting worse. Now it frequently gets stuck loading, forcing me to close and open it back up while shopping.",general_inquiry
9200,"A lot worse than Foodpanda was. Restaurants disappear and appear randomly. They send you promotional codes that don't work, and there is no way to contact support, unless it's for an order already made, and even then, you don't get to interact with a person. How on earth anyone would think they could run a successful business where customers have no way of getting support is beyond me.",customer_service
9202,Took 12 days to refund canceled order,refund_return
9203,"This app is truly a great app. My concern though is why they keep placing inside major stores, ShopRite for example, staff who neither understand nor value user's requests. They don't seem to understand that they just can't swop what a user came to the app to purchase without reverting first. They don't seem to understand what their role is as a courier company.If for ex. you place an order for A at a store on the app, they would bring you D instead. If A isn't available just decline the order!",delivery_shipping
9204,to much charges 😭,billing
9205,"The products says illegible CASH ON DELIVERY but when you are about to place your order, The COD option doesn't show💔",billing
9206,"Temu doesn't allow people to review the product before ensuring the product has had time to be used. Temu needs to allow people time to use the product before asking them to review a product. we don't and we can't trust reviews because Temu doesn't allow sufficient time for items to be assessed. Temu doesn't allow you to share a link for a gift to someone, Temu needs to do more than they are to assist customers in the review process, a 7 day delay would be helpful.",general_inquiry
9207,"The customer service is poor. I've had items I paid for not arrive with the others on 5 separate occasions, either because the drivers forgot or removed them from my package, please fix this issue.",delivery_shipping
9208,it took bolt food 35minutes to find a driver. needless to say food was cold by the time it got here. the competitors have much better delivery times.,delivery_shipping
9209,temu is great I bought alot but I'm going to stop my last orders I didn't receive them there new courier unni unni deliver failure order returned to ware house they never came to my address I have cameras they didn't make several attempts to deliver you can't contact them arecordeing that gets you no ware but in circles aweb site that rediects you to nothing can't get my items or a refund I'm not the only unhappy customer I'll by else were till they replace them they suck and they are liars,delivery_shipping
9210,The prices of items are increasing the moment you add it to your cart,billing
9212,"Favorites/wishlist is broken. Keeps failing to load. Generally poor range of items, predominantly cheap and questionable quality.",product_defect
9213,they didn't return my money after I refunded a thing I didn't want and I'm still waiting for them to send it back to my cash app,refund_return
9214,everything is very small in size n very average disappointed this time I think this is the waste of money,product_defect
9215,"Why do I have to pay for collection fee, this is not right, takealot never did this before, sorry bad service",billing
9217,scam artists not delivering your order and taking your money,fraud_unauthorized
9218,Return item option not working and customer service number not connecting.,refund_return
9219,"pls u guys should upgrade the app or site , so that on the cart , one can just select the items he ordered she wants and place order instead of removing it from the cart",general_inquiry
9220,have had to return and clame alot would be better if you can discribe items better,refund_return
9221,Received a order with missing items. Takealot won't let me post a poor review.,delivery_shipping
9222,price liars when it comes to the promoter deals which happen every other screen,billing
9223,"Very convenient and delivery time is good. Although I find that the delivery guys can be inconsiderate as they call when they already by the gate, giving you less time to prepare plan B, given the circumstances you not home. It be nice if they let you know an hour in advance for their arrival",delivery_shipping
9224,I did not like the way you people always delay product...,delivery_shipping
9225,"Usually great but, Delivery times are a bit up and down. Also, my last purchase, the items were soiled by something similar to rat innards and smells horrible. There is no one Manning the customer care call line and no email adress either. Please sort yourselves out.",product_defect
9226,Unfortunately the customer care support when your order goes wrong is lacking. This needs to be improved.,customer_service
9227,"Takealot has become unreliable. Sending wrong items, no quality checks on vendors. Long waiting periods for deliveries. Returns are the worst. I used to shop on Takealot quite often, but the level of service has gone downhill.",delivery_shipping
9228,"We ordered spiced chicken and when it arrived it was unflavored and completely frozen. We claimed for credit and got a call from an agent saying that it says ""flavor may vary"". Now Im not sure how you guys come to the conclusion that ""varying"" means you can sell us completely unseasoned food... when we specifically ordered it seasoned. Very poor service and even pooter customer service...",product_defect
9229,Horrible customer service. If you have any problems with the order you have to get in contact with someone and waste hours to get your money back,customer_service
9230,"I am staying in King williams town-Clubview and Ihave been using this service from 2025 .I must say that in all my orders I have been very happy however yesterday (21/07/2026)I did not get all the items that I ordered.I ordered a Satiskin Body wash and I got a shower Gel that was not sealed,It was open and almost half of the gel in the plastic container was gone and I had to take the my husband's body wash to mix and make it full.Please make sure that doesn't happen again. Disappointed custom",product_defect
9231,items cheaper made,product_defect
9232,the shittiest customer support experience.,customer_service
9234,"I like most everything on here, but the fact that you use SpeedX as a delivery service partner is the big set-off in this review. SpeedX cannot properly deliver items to the right location no matter how easy the route is. Either use USPS or FedEx or I'm done ordering from this site.",delivery_shipping
9235,"Now withdrawn regular customer privileges, attempting to force user subscription. Marketplace contains scams. No way for customers to report them. Payment authentication frequently results in error and an age verification before checkout has been introduced, even though they already have your age & account information.",fraud_unauthorized
9236,not happy with my last service or order not received. I constantly have problems and I use the service a lot. I'm very upset. I don't want to even continue with ur service and will log a complaint. my kids went to bed hungry.,delivery_shipping
9237,"I rarely use the app, but each time it's a dissapointment. last time I ordered groceries via this app. My bill was around 100 euros. when I received my order surprise, surprise, they only delivered products valued at 80 euros. a lot of missing products. many wrongly delivered, other damaged. after losing 2 hours to see what is missing and file a complaint, they just give me back the difference of 20 euros. after I lost 2h of my time, got wrong products and damaged products. thank you glovo.",delivery_shipping
9238,Can't choose which store you want your items to come from and the one allocated to me is always low on stock. Then also this thing of sixty60 and hyper stuff being separate is inconvenient. Also the checkers hyper stuff must add up to 350 or you can't check out.,general_inquiry
9239,"So far, I'd say the app has delivered well. My only issue is their bank transfer payment option which generates account numbers instead of having a fixed one. I paid twice for an order I made and would like to be reimbursed. How exactly do I go about getting my money back?",billing
9240,for so much item the delivery price is supposed to be lower,billing
9241,Checkers sixty sixty refuses to give me a credit for goods I ddnt receive I ordered it on Sunday past. Also the checker sixty sixty drivers frequently urinate in public where everyone passing by can see and they deliver food to people sixty sixty is unhigenic they also very expensive and dsnt give rewards like other food chains. I lost R900 for an order we dd not receive the neighbors dnt have anything from checkers they did say the driver was here as I went to run an errand and shame was workin,delivery_shipping
9242,"support center"" has no email address or chat online support.",customer_service
9243,"kilimall sellers have now become a total scam, items ordered do not match the ones delivered then if correct the quantity is incorrect, be warned, if you complain nobody listens",product_defect
9244,"Bratislava, Slovakia - Every day at lunch time all the best restaurants are busy and not accepting orders (why not just deliver later?) or out of stock on popular items. At the same time Wolt has the same places available. I think your pricing policy is turning off couriers or restaurants. How can the same delivery cost 0,30 for you and 4 eur at Wolt. Just meet in the middle at 2 eur.",general_inquiry
9245,The sizing is crazy. Temu 2xl is equivalent to a Us 14 unheard of. i wear a XL but i ordered 2xl and 3xl the tops are always to tight across my breat area. making me think I may have to stop ordering clothes.,product_defect
9246,"I have been using this App a lot, you can find some places with good discounts. But for the rest, horrible customer service, there is no support on your requests and I don't like the way they communicate, they don't care!! :D uninstalling!",customer_service
9247,Some of the items sold are scams,fraud_unauthorized
9248,bad 2 things I selected after checking out where out of stock. and they don't do refunds they credit the money,refund_return
9249,"You dont get much discount anymore like you used to. They are becoming more like Temu and I can't trust that site, they do fake giveaways. You think you're getting a bargain because they give you estimates prices then when you check out they change the price to a higher one. They give you an offer to purchase for a limited time but then you accept and go to pay and it goes£20 higher. Sometimes I buy craft paper and stickers from here thinking it's cheap but it comes out at £50+ for a few things",billing
9250,"The delivery is great and convenient but there's really no need to have some of thee most basic items as ""checkers hyper"" items delivered separately. Also having to update the app every 5 business days is honestly exhausting.",general_inquiry
9251,"delivery perfect staff friendly but with fresh produce delivery customers get the worst of the pick, almost at expiry which is not fair. other than than fresh produce all perfect",product_defect
9252,"Needs tighter control on fees. My order had a delivery fee of 9 euros for a distance of 1,5 km from the restaurant.",billing
9253,Everytime I want to order something I find it the these giveaways start popping up then u pick gift you order nothing that you order is in giveaway you order over an over it's all click bait and spam,general_inquiry
9254,Please make sure you bring my order so that I can trust you and order again 😊.,delivery_shipping
9255,Im so dissapointed its my first time ordering from checkers all the the things I got are from shoprite 😭😭,product_defect
9256,It's a good application. But when things go wrong (late delivery (1+ hour) with cold food) there's no compensation. I'll try other services.,delivery_shipping
9257,They delivered my orders on time as expected,general_inquiry
9258,"scam alert, I ordered red dead redemption and ps controller from them, they delivered spoiled controller🎮 and empty disk case for red dead",product_defect
9259,"One of the worst ordering app online. Since I ordered my goods last month they have never been delivered only to be lied they will deliver tomorrow but your tomorrow never reaches. If you can't deliver the goods it's rather to tell someone. One month 😭😭 I really feel disappointed by kilimall. There customer cares are so rude, hanging up the calls on you, picking up the call and not speaking up. I really wonder if the competent in helping a person sort out their issue. KILIMALL MAKES ME CRAZY",delivery_shipping
9260,a lot of the shirts I just ordered said they were anywhere from 2 to $8 but they ended up charging me five to $9 for each one. why am I not paying the price it says it is?????,billing
9261,Horrible support. Waited about ~2 hours for the order. wasn't even able to cancel that. No respect for the customers,customer_service
9262,Love using this app but could add the drivers number somewhere cause they always drive pass my house and no way to contact them and also it's difficult to inform you guys when one of the items are damaged when unpacking my stuff.,delivery_shipping
9264,why don't you expected mobiles money because not all of us have bank account 😕,general_inquiry
9265,Refund issue I cancelled an order and the app issued a refund but it's yet to reflect on my opay account. I have been complaining on the temu app but haven't gotten a satisfying answer. please do something about it,refund_return
9266,I'm not happy with the price change from cart with delivery to checkout amount too much(as it increases drastically) inconvenience .,billing
9267,"prices are unreasonably high, waiting time is long and the service is poor",customer_service
9268,this is so lovely exactly what I ordered I received I love it thank for ur truthfulness keep it up,general_inquiry
9269,worst application for food.. waiste of time and money. I tried many time but payment still loading almost 1 hour and after that also app is still not working ..,account_access
9270,For years I was a happy customer of Takealot until I had to start returning stuff I never ordered and don't get what I ordered. Contacting them regarding products not received is a frustrating and useless process. They should really address this problem.,delivery_shipping
9271,jumia should improve in good guilty items,product_defect
9272,"Nice app but...I just noticed that there are dresses that while browsing, the price is different from the price you see when u select the product. A search for dresses brought up dresses worth ksh. 299,398.when i click on these dresses to view more info about them, the price changes to Ksh. 698, 898. This marketing strategy is henious. Pls work on this.",billing
9273,my food NEVER arrives at the promised time. Also that credit you get back for a late delivery expires so soon. So now am I forced to order again (when I've already done my groceries) in order to redeem that credit? I am constantly disappointed. I will no longer use this app shem,delivery_shipping
9274,I received not even half of my order i paid and they told me they analysed my request and they can do nothing. Whaat ? 😮‍💨,refund_return
9275,Cannot communicate seller's to know more about the items,customer_service
9276,"I ordered food, it was delayed for more than an hour. When I contacted support they were not willing to help. İn the end the food arrived cold because they couldn't find a courier. Also, they changed the free delivery conditions right after I paid the subscription.",delivery_shipping
9277,"it has no functionality to: loads terribly slow and has no option to ""block""/remove places from the view it has no option to report vendors (for inflated prices compared to the vendor website)",general_inquiry
9278,"Notification came as delivered for 2 deliveries but no delivery. First a robot customer service and when I did get an agent absolutely useless customer service, no delivery and NO Refund!!!!!",delivery_shipping
9280,It's a very good app but it delays your order,delivery_shipping
9281,Not Sixty minutes to delivery anymore. Takes up to 3 hours and its not other factors but the App is broken.,delivery_shipping
9282,Fast and secure delivery,general_inquiry
9283,"jumia is a home for all but unless u have extremely heart to wait for your order, else u are doom . thank you",delivery_shipping
9284,"Everything else is fine, the goods we order are also available at a reasonable price. The rest is very reasonable from the online shopping center and the quality of the goods is also very good. But the delivery charges are very high. If we order one thing or a shoe, we pay a delivery charge of 1500 rupees. That is why we get the thing very expensive, that is why we cannot shop from here. We pay a delivery charge of 1500 rupees on whatever we order in Pakistan.🥺😔😔",billing
9285,"The app is good. However the specials are be becoming ridiculously transparent. One item is on 5 different 'special prices', then the user needs to sift thru and find the cheapest out of the lot. Starting to feel like takealot is just trying to distract the consumer with ""48%"".. off but when you search, you'll find that not only is that item not on special, you can go and pick it up at your local supermarket for cheaper. Losing faith in takealot unfortunately, but, I do hope it's not permanent.",billing
9287,"Tell me why do I have to wait 12 days for a delivery?? This is stupid you guys are messing with us for real! I'm never buying from you anymore! They don't communicate, I had to track my parcel on the app and it says my parcel was shipped to a wrong address and the delivery date has been rescheduled 😳 how?? tell me why?? now I'm waiting I don't even know when it'll arrive 🤦🏻‍♀️ this is stupid!!! I'm so mad! Worse part there's no communication the tracking thingy is not moving and its been days",delivery_shipping
9288,the payment process was so easy,general_inquiry
9289,Application works really bad. When there is a promotion it does not apply automaticaly. On 2 phones there are 2 different priceces for delivery to the same place (no promotion).,billing
9290,this company is so intrusive constantly with the graphics you can't even buy something unless you go through the whole thing it's very annoying and I think for the most part all of the coupons and savings you never get them you'll never get the free items that you picked out this company is very shady,billing
9291,"Good for trading, products available affordable prices. recommended 🤞",general_inquiry
9292,It's very bad do not install the prices are not the same as indicated online,billing
9293,"Disillusioned and angry customer. Being housebound, the only way to shop is online. Used to be customer-service-friendly, with returns on incorrect items supplied. Now, though the order was accurate even according to their app, you can only exchange it in store. If you can't get to the store, tough, you pay for the error. Big company, small but previously loyal consumer.",refund_return
9294,Items are fake,product_defect
9295,why does the app keeps on malfunction and crashing and why can't I use the vouchers when shipping items and use it for anything else 😮‍💨,account_access
9297,"Glovo express doesn't take any liability for their deliveries, in my case wrong items. No option to contact an agent, you just get a ""we will try better next time"" message.  Montenegro, pročitajte član 57 i 72 Zakona o zaštiti potrošača.",customer_service
9298,"takes a long time to get, the items hardly ever look like it does in the sales even the ones local take to long.",delivery_shipping
9299,"I am very disappointed since the recent charges in Europe. I cant buy anything anymore, they charge 3 euros per item and it's insane.",billing
9300,ordered 11 items from Emalahleni checkers in Saveways and only 3 was delivered by a very rude driver and I have no idea why because the store isn't communicating even when I enquired several times. I was then refunded after 2weeks of waiting.,delivery_shipping
9301,The final prices can be very different from when you select the item. Too confusing.,billing
9302,increase prices after selecting,billing
9303,"I’m extremely disappointed with my experience with Jumia. I ordered ear pods on Monday, and up to now,I still haven’t received them. I keep getting the same emails saying they’ll be delivered soon, but nothing ever happens. To make matters worse, the delivery guy was very rude and unprofessional — that’s completely unacceptable. I trusted Jumia for fast and reliable service, but this experience has really changed my view. Please take responsibility and improve your customer .",delivery_shipping
9304,Hi there I went on takealots website and it said congratulations you are the 100 customer on this website you have a chance of winning something for free so I had to do a riddle and pick a phone and I did an s20 it said it will be here in 5 business days it has been 5 business days and it's not here I want my order please,delivery_shipping
9306,It's a con you click on free delivery and keep adding items and nothing seems to qualify what a joke I would never recommend,billing
